"id","condition_uuid","condition","created_at","updated_at","deleted_at"
"532","56164ac10f","Heart Murmur","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"533","f9a24768c1","Heart problem/defect (congenital or since birth)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"534","4776a4926e","Heart Valve Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"535","4f6dc59cb5","Heartburn","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"536","dd5c3cd7ca","Heel Injury/Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"537","443c6acb5e","Hemangioma (Benign Tumor)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"538","a4e8198699","Hemiplegia (Paralysis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"539","41ce0ed99d","Hemochromatosis (Iron Overload Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"540","7724474765","Hemophilia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"541","aa5b21c88d","Hemorrhagic Fevers","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"542","fc38b0aa93","Hemorrhoids","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"543","e3ffec4069","Hernia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"544","2ad6eff089","Hernia of abdomen","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"545","b3fbafd164","Herniated Disk","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"546","2326dc15b6","Herpes Simplex","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"547","bae8671018","Hiatal Hernia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"548","9e7ec1f3dc","Hiccups","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"549","e8123a5864","Hidradenitis Suppurativa","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"550","55bab6e216","High Blood Pressure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"551","43518bd935","High Blood Pressure in Pregnancy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"552","b8c5f847a1","Hip Injury/Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"553","ca794a6390","Hip Replacement (Arthroplasty)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"554","2cdfa0f7d1","Histoplasmosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"555","102fbdf322","HIV/AIDS (Acquired Immunodeficiency Syndrome)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"556","10faba0950","Hives","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"557","04010fb3f5","Hodgkin Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"558","0c3531fc15","Human Immunodeficiency Virus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"559","9ac7d4a00e","Human Papillomavirus (HPV)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"560","64e827ef89","Huntington's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"561","e7f01bea80","Hydrocephalus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"562","a6566ed8c0","Hyper-eosinophilic Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"563","14d8d0cff7","Hypercholesterolemia (High Cholesterol)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"564","3a2bb6f94a","Hyperparathyroidism Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"565","88123cb15a","Hypertension (High Blood Pressure)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"566","b081281449","Hyperthyroidism (Basedow's Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"567","0c506e8592","Hypertriglyceridemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"568","87d32dd7ad","Hypoparathyroidism","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"569","9815e56cfb","Hypotension","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"570","3b73775341","Hypothyroidism","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"571","622b30b60b","Hysterectomy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"572","85794a1075","Impetigo","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"573","d9db080475","Infectious Mononucleosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"574","58d04a59f9","Infertility","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"575","736f5f6fbb","Infertility","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"576","b66a5d7935","Infertility","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"577","58f1bf5b4b","Inflammatory Bowel Disease (Crohn's Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"578","770b54ca1f","Ingrown Nail","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"579","2cd044f3e7","Inguinal Hernia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"580","526fecb8b2","Insomnia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"581","183f614915","Insulin-Dependent Diabetes Mellitus (Diabetes Type 1)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"582","7052c73adc","Intermittent Claudication","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"583","1979be60fb","Interstitial Cystitis (Painful Bladder Syndrome)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"584","5b32ac166d","Interstitial Lung Diseases(Farmer's Lung)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"585","cd336e276d","Intestinal Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"586","6c4ddf047f","Intestinal Obstruction (Intussusception)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"587","81acfaef28","Iron Deficiency Anemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"588","276ebb639f","Irregular Heartbeat (Arrhythmia)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"589","114016886e","Irritable Bowel Syndrome (IBS)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"590","9fda6f7412","Ischemic Stroke","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"591","14d967de81","Jaundice","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"592","afb96d2fd7","Jaw Injuries/Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"593","3aeb15aed9","Jaw/Mandibular Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"594","3392df34a1","Jaw/Maxillary Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"595","cedac5a3e3","Jock Itch","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"596","a10780125b","Joint Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"597","57b61908cf","Juvenile Diabetes (Diabetes Type 1)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"598","a94daed685","Juvenile Rheumatoid Arthritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"599","ca70a4f73f","Kaposi's Sarcoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"600","7ba13c4ce7","Kawasaki Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"601","77d7923cf3","Keloids","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"602","ea64daf021","Kidney (Renal) Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"603","dff7eb7ac9","Kidney Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"604","17f2e0b2bc","Kidney Cysts","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"605","4adca4f2b5","Kidney Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"606","67028943b8","Kidney Failure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"607","91efd7949a","Kidney Infection/Nephritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"608","51bc894afb","Kidney Stones (Nephrolithiasis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"609","4cc5815c10","Kidney Transplantation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"610","285f5105e0","Klinefelter's Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"611","d617c9e78a","Knee Injury (ACL Injury)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"612","a7dbb51538","Knee Injury (Chondromalacia Patellae)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"613","3b0a976e01","Knee Injury/Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"614","f137eb1214","Knee Replacement","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"615","c0b077301a","Kyphosis of Spine","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"616","b566bcb654","Language Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"617","a9b179f740","Large for Birth Weight","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"618","5e3f3805e6","Large Scars","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"619","42012ead5d","Laryngitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"620","bd4ad92b21","Lassa Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"621","e149e20df3","Latex Allergy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"622","b39e540c34","Lead Poisoning","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"623","ae7f609ae1","Learning Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"624","bf8e9cc811","Learning Disorder (Dyscalculia see )","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"625","1a2a9f0def","Leg Injuries and Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"626","ad2c1c4ae1","Legg-Calve-Perthes Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"627","39a1732917","Legionnaires' Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"628","65b2f8c8e9","Leishmaniasis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"629","3efe258666","Leprosy see Mycobacterial Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"630","09098f0679","Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"631","d306daabd1","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"632","ea91b31ed8","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"633","d174ceb4dd","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"634","164ed90c8b","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"635","3b8891e6d0","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"636","982f32cf3e","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"637","3a10c76c42","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"638","1f3abce9b3","""Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"639","86c246fcde","Leukodystrophies (Adrenoleukodystrophy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"640","a7c473b639","Lewy Body Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"641","d6277ee8c1","Lice","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"642","c0605df689","Ligament Injuries","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"643","8d48099b59","Limb Loss","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"644","4db7d7e1fd","Listeria Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"645","66fd116afc","Liver Cancer - Hepatoblastoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"646","f0eb5093dd","Liver Cancer - Hepatocellular Carcinoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"647","9f24f902ec","Liver Cirrhosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"648","c598fc889a","Liver Diseases (Alagille Syndrome)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"649","7f8e527d38","Liver Infection - Hepatitis A","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"650","2c103d52dd","Liver Infection - Hepatitis B","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"651","73834801ec","Liver Infection - Hepatitis C","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"652","e7fc8c77ab","Liver infection/inflammation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"653","0ad148de6d","Liver Spots/Skin Aging","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"654","b7aa1646fd","Liver Transplantation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"655","0ad323b6f9","Lockjaw/Tetanus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"656","835211e4ff","Lou Gehrig's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"657","6ae273ce72","Low Back Pain","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"658","2bc68ee7e7","Low Birth Weight baby","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"659","acf93d73ab","Low Blood Pressure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"660","15a159f3f2","Low Blood Sugar","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"661","d3e1fd5e35","Low Sperm Count/Male Infertility","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"662","fb7f6add24","Lumpectomy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"663","ed079bfdcc","Lung Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"664","93bbd2dc33","Lung Cancer (Bronchogenic Carcinoma)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"665","601cbac423","Lung Cancer/Non-Small Cell Lung Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"666","2af1f684cf","Lung Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"667","41a0732e36","Lupus (SLE)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"668","a8bb12dde8","Lyesteria Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"669","7d6fe89465","Lyme Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"670","d7fb7f7219","Lymph Node Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"671","50fcd9feca","Lymphatic Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"672","7023aedf06","Lymphatic Obstruction","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"673","a1b8d39f30","Lymphedema","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"674","d1d7d54c3b","Macular Degeneration","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"675","1d8f913c8d","Macular Degeneration (Age-Related Macular Degeneration)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"676","2b30dd3ee7","Mad Cow Disease/Creutzfeldt-Jakob Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"677","b3c53d990d","Malabsorption Syndromes","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"678","d3ee8b91cb","Malaria","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"679","e762b19051","Male Breast Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"680","ccf2dc7e4d","Male Genital Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"681","27ba4a2ff0","Male Menopause","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"682","2672da6f74","Malignant Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"683","699e84fdbf","Malnutrition syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"684","a040855e33","Mammaplasty/Breast Reconstruction","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"685","c04215b8ec","Mammography","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"686","a3a5485d74","Manic-Depressive Illness/Bipolar Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"687","97898ffa52","Maple Syrup Urine Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"688","5bb9eafacc","Marfan Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"689","3a597e8997","Mastectomy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"690","882e09dcfb","Measles","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"691","ef5406fc1c","Measles/Rubella","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"692","85a4b5ec76","Mediastinal Injury Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"693","f2ad1fcb27","Mediterranean Anemia/Thalassemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"694","30c3e40515","Melanoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"695","0a7ac98dfb","Memory","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"696","7ab1fa8d19","Meniere's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"697","76670d4fc9","Meningioma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"698","feed72d4af","Meningitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"699","ce8f5789ce","Meningococcal Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"700","cbf2215062","Meniscus/Knee Injury","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"701","10fd669916","Menopause","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"702","d2bd3c00d1","Menopause","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"703","d6b8cac3e5","Menstruation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"704","7853080d5c","Mental Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"705","0100224d5e","Merkel Cell Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"706","2c124682dd","MERS/Coronavirus Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"707","be003f862b","Mesothelioma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"708","3c428b4a63","Metabolic Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"709","1335d8404f","Metabolic Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"710","b7ccd45639","Methicillin Resistant Staphylococcus Aureus (MRSA)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"711","981c611fd4","Middle Eastern Respiratory Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"712","e455675349","Migraine Head Ache","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"713","5bfcf62c5d","Mild Cognitive Impairment (MCI)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"714","f252a7b262","Milk Allergy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"715","fe718caf6b","Milk Intolerance/Lactose Intolerance","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"716","7f918f9d4c","Miscarriage (premature loss of baby)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"717","2cb4d4a47d","Mitral Valve Prolapse","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"718","c40130e07a","Mixed Connective Tissue Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"719","61acc5355c","Molar Pregnancy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"720","cc8bdf3579","Moles","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"721","688f87d55a","Molluscum Contagiosum/Skin Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"722","e54c1c897c","Moniliasis/Yeast Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"723","61cd57414b","Monkeypox Virus Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"724","4119b631a2","Mono/Infectious Mononucleosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"725","abccbeb6c1","Mood Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"726","c7d75d63c3","Morphea/Scleroderma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"727","517fd97e01","Morton's Neuroma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"728","9870178e1a","Motion Sickness","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"729","f5a5b93e88","Mouth Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"730","e1a5e11da7","Mouth Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"731","8d4f39cbcb","Movement Disorder (other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"732","65aefdfca5","Mucocutaneous Lymph Node Syndrome/Kawasaki Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"733","384205a729","Mucolipidoses","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"734","acdab1ae50","Mucopolysaccharidoses","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"735","4186fb950c","Multifocal Atrial Tachycardia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"736","89215a6db6","Multiple Endocrine Neoplasia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"737","aaba17e0ab","Multiple Myeloma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"738","8608c2556e","Multiple Sclerosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"739","7b704e7c36","Mumps","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"740","86dca1ea87","Muscle Cramps","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"741","20a947f4f3","Muscle Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"742","78ea646079","Muscle Strain/Sprain","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"743","6c56895fef","Muscular Dystrophy (Duchenne Muscular Dystrophy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"744","c5eb8e30b7","Myasthenia Gravis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"745","fd335ffd34","Mycobacterial Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"746","fd97c9bebf","Mycoses/Fungal Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"747","02a65c0eb8","Myelodysplastic Syndromes","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"748","697baab179","Myeloproliferative Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"749","6ad0a6820f","Myocardial Infarction/Heart Attack","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"750","4764f21d5f","Myopathy/Muscle Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"751","d749002321","Myositis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"752","357fab33cb","Narcolepsy/Sleep Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"753","23bbe09a22","Nasal Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"754","f67622c0c4","Nausea/Vomiting problem","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"755","d410045120","Nearsightedness","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"756","6bfb9ded24","Neck Injury Condition","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"757","d40cda9521","Neoplasm (Cancer)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"758","a366519789","Nervous System Disease (other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"759","819ee1effd","Neural Tube Defect","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"760","7713eebc40","Neuroblastoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"761","bc8ea613b7","Neurodegenerative Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"762","027a8bc886","Neurofibromatosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"763","720053aa7f","Neurogenic Bladder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"764","c979793cd8","Nevus (Birthmark)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"765","bde7e5e2c2","Niemann-Pick Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"766","3c5516404c","Night Terrors/Sleep Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"767","e4348a3c66","Nocturnal Enuresis/Bedwetting","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"768","ebe5c6c6cf","Non-Hodgkin Lymphoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"769","d95ab9395a","Non-Insulin Dependent Diabetes Mellitus/Diabetes Type 2","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"770","e72c4218ed","Norovirus Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"771","29ad194e60","Norwalk Virus Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"772","a159dfd66b","Nose Injuries and Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"773","2e7cd6af14","Nosebleed","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"774","e2cdb2f817","Nut Allergy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"775","9630e45a6c","Nystagmus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"776","9bf9fe19c0","Obesity","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"777","c87a1e6278","Obesity in Children","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"778","3feb36cbb7","Obsessive-Compulsive Disorder (OCD)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"779","cace65f3fb","Onychomycosis (Nail Diseases)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"780","3c79826523","Open Heart Surgery","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"781","23cd5738b5","Opiate Drug Abuse","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"782","20182ba3de","Oral Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"783","7a6b0aa05e","Osteoarthritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"784","0ddb4aceb6","Osteogenesis Imperfecta","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"785","51900de6d7","Osteonecrosis (Avascular Necrosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"786","4d02711448","Osteopenia (Low Bone Density)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"787","02b24d2308","Osteoporosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"788","3cf8505dca","Osteosarcoma (Bone Cancer)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"789","e0772c8e23","Ostomy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"790","faecfbcba2","Ovarian Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"791","b5fc3c28f7","Ovarian Cysts","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"792","32fdf619f9","Ovarian Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"793","65178a1a0f","Ovarian Insufficiency","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"794","9014bd5e1d","Overactive Bladder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"795","e6751fe1e5","Overactive Thyroid (Hyperthyroidism)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
